,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
467,"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,1.250,m² R$,22,Aluguel Apartamento 55 m²,2 Quartos,2 Vagas,,"Excelente apartamento, muito bem localizado, com saída fácil pela EPNM e EPIA para o Plano Piloto, Aeroporto, Setor de I... 21/08/22"
468,"QE 40, GUARA II, GUARA",,R$,950,m² R$,16,Aluguel Apartamento 58 m²,2 Quartos,,,"Branco Imóveis - Aluga apartamento QE 40 CONJUNTO R, o imóvel possui 75m², próximo da Clinica Odontológica Martinelli, M... 21/08/22"
469,"Rua 31, NORTE, AGUAS CLARAS","Lote 4, Uno Residence",R$,1.500,m² R$,48,Aluguel Apartamento 31 m²,1 Quarto,1 Suíte,1 Vaga,Aluguel – Apartamento 01 quarto com lazer completo em Águas Claras! Apartamento um quarto e área de lazer completa! Di... 21/08/22
470,"Conj Resid 5 CCondomínio 1 Bloco  1, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,R$,900,m² R$,20,Aluguel Apartamento 45 m²,2 Quartos,1 Vaga,,"Na melhor localização de Valparaíso: A poucos metros da BR- 040, Atrás do MC Donald's, Próximo a supermercados atacadist... 21/08/22"
471,"AOS 08 Bloco C, OCTOGONAL, BRASILIA",,R$,2.900,m² R$,42,Aluguel Apartamento 69 m²,2 Quartos,1 Vaga,,"APARTAMENTO NASCENTE - AOS 08 BLOCO C - ED. SETE DE SETEMBRO Excelente apartamento, com vista livre, piso em cerâmica, ... 21/08/22"
472,"QE 30 Conjunto K, GUARA II, GUARA",,R$,550,m² R$,27,Aluguel Apartamento 20 m²,1 Quarto,,,"SRIA II, QE 30 - EXCELENTE KITNET Kitnet com pia de cozinha, tanque e WC Privativo. Visitas agendadas e acompanhadas. ... 21/08/22"
473,"QN 7D Conjunto 2, RIACHO FUNDO II, RIACHO FUNDO",,R$,850,m² R$,14,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,,"Apartamento 02 quartos, sala ampla, cozinha com área de serviço separada, banheiro social, unidade de fundo com janelas,... 21/08/22"
474,"Quadra 202, SUL, AGUAS CLARAS",", Residencial Johann Strauss",R$,2.700,m² R$,42,Aluguel Apartamento 63 m²,2 Quartos,1 Suíte,1 Vaga,"RESIDENCIAL JOHANN STRAUSS - ÁGUAS CLARAS/DF. LOCAÇÃO. Ótimo apartamento 63m2, 2 quartos, sendo um deles suíte, banhe... 21/08/22"
475,"CA 08, LAGO NORTE, BRASILIA",,R$,1.600,m² R$,53,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"Imobiliária INVEST FLAT aluga Flat no VERONA HPLUS LONG STAY! Localizado no Centro de Atividades do Lago Norte (CA), fic... 21/08/22"
476,"QNM 40, TAGUATINGA NORTE, TAGUATINGA",,R$,1.300,m² R$,23,Aluguel Apartamento 55 m²,2 Quartos,1 Vaga,,"AP13019 - Apartamento para alugar com 2 quartos, 55m² - Eqnm 40/42 Conjunto B 02 - Flor do Cerrado II, Taguatinga Norte,... 21/08/22"
477,"QC 4 Rua D, JARDINS MANGUEIRAL, BRASILIA",,R$,1.300,m² R$,27,Aluguel Apartamento 48 m²,2 Quartos,,,"ALUGUEL - JARDINS MANGUEIRAL - 02 QUARTOS Fernandes & Coelho Imóveis aluga excelente apartamento com 02 quartos, banhei... 21/08/22"
478,"SHTN Trecho 1, ASA NORTE, BRASILIA",,R$,8.000,m² R$,83,Aluguel Apartamento 96 m²,2 Quartos,1 Suíte,1 Vaga,"Morar no LAKE SIDE é simplesmente ter qualidade de vida. Condomínio bem localizado, lazer completo, segurança e conforto... 21/08/22"
479,"CSB 07 Lote 03, TAGUATINGA SUL, TAGUATINGA",ED. MINAS GERAIS,R$,1.300,m² R$,32,Aluguel Apartamento 40 m²,1 Quarto,,,"APARTAMENTO MOBILIADO COM 1 QUARTO, SALA, COZINHA, BANHEIRO, ÁREA DE SERVIÇO E GARAGEM. - PINTURA USADA, PISO CERÂMICA;... 21/08/22"
480,"Quadra 203 Conjunto 7, RECANTO DAS EMAS, RECANTO DAS EMAS",,R$,790,m² R$,16,Aluguel Apartamento 48 m²,1 Quarto,,,Alugo apartamento composto por: 01 Quarto Sala Copa/Cozinha estilo americana WC social Área de serviço coberta e gra... 21/08/22
481,"SQNW 102 Bloco H, NOROESTE, BRASILIA",,R$,17.000,m² R$,106,Aluguel Apartamento 160 m²,3 Quartos,3 Suítes,3 Vagas,Pilotis imóveis aluga excelente apartamento totalmente Planejado. Imagina morar com toda sua família em um amplo e con... 21/08/22
482,"CLNW 8/9 Lote C, NOROESTE, BRASILIA","Apartamento 0211, Meet Residence",R$,3.500,m² R$,65,Aluguel Apartamento 53 m²,2 Quartos,1 Vaga,,Aluguel – Apartamento 2 quartos Noroeste! Apartamento 02 quartos com área de lazer! Disponível para aluguel na Martins... 21/08/22
483,"Rua 19, NORTE, AGUAS CLARAS",,R$,2.500,m² R$,35,Aluguel Apartamento 70 m²,2 Quartos,1 Suíte,1 Vaga,"AP13836 - Rua 19 Norte, Duo Residence com 2 quartos 70², Varanda gourmet. Agente sua visita! Para agendar visita, copie... 21/08/22"
484,"CLN 7, RIACHO FUNDO, RIACHO FUNDO",,R$,680,m² R$,23,Aluguel Apartamento 29 m²,1 Quarto,,,"Excelente Localização, Próximo ao Riacho Mall Venha conferir Apartamento de 1 quarto, sala, cozinha com armários e wc.... 21/08/22"
485,"SQN 213 Bloco D, ASA NORTE, BRASILIA",,R$,10.500,m² R$,51,Aluguel Apartamento 205 m²,4 Quartos,4 Suítes,2 Vagas,"SQN 213 Bloco D - 04 Suítes. Apartamento de canto amplo e muito bem conservado, em prumada a poucos metros da silencio... 21/08/22"
486,"QMSW 6 Lote 8, SUDOESTE, BRASILIA",,R$,1.250,m² R$,41,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,KITNET MOBILIADA COM AR CONDICIONADO E GARAGEM PÚBLIO IMÓVEIS ALUGA KITNET MOBILIADA EM QMSW 06 ED MONTE PARNASSO COMPO... 21/08/22
487,"SQS 405, ASA SUL, BRASILIA",,R$,1.200,m² R$,52,Aluguel Apartamento 23 m²,1 Quarto,,,SQS 405 - Você busca apartamento de 1 dormitório na Asa Sul? Então você acaba de encontrar. Fica localizado na 405 Su... 21/08/22
488,"QN 12D Conjunto 9, RIACHO FUNDO II, RIACHO FUNDO",,R$,950,m² R$,19,Aluguel Apartamento 50 m²,2 Quartos,1 Suíte,1 Vaga,Res. Parque Riacho 01 - 2 Quartos Apartamento com 2 quartos. O imóvel dispõe de: - 2 Quartos - Sala; - Cozinha; - Área d... 21/08/22
489,"QRSW 1 Bloco B 13, SUDOESTE, BRASILIA",,R$,2.100,m² R$,32,Aluguel Apartamento 65 m²,2 Quartos,,,EXCELENTE APARTAMENTO!!! COMPOSTO DE: 02 QUARTOS COM ARMÁRIOS SALA BANHEIRO SOCIAL COZINHA ÁREA DE S... 21/08/22
490,"QC 15, JARDINS MANGUEIRAL, BRASILIA",,R$,1.000,m² R$,17,Aluguel Apartamento 58 m²,2 Quartos,1 Vaga,,"Imóvel situado na Quadra 15 - Jardins Mangueiral, Brasília-DF, há nas proximidades o Hipermercado Super Adega, restauran... 21/08/22"
491,"SQSW 304, SUDOESTE, BRASILIA",,R$,2.650,m² R$,37,Aluguel Apartamento 70 m²,2 Quartos,,,"Duprime Imobiliária ALUGA - APARTAMENTO na SQSW 304, 02 QTS - SUDOESTE, 70m² :: PRÓXIMO AO COMERCIO LOCAL :: ## NÃO P... 21/08/22"
492,"CLN 7 Bloco A, RIACHO FUNDO, RIACHO FUNDO",", Ed. Maria José",R$,750,m² R$,24,Aluguel Kitnet 31 m²,1 Quarto,1 Suíte,,"KIT DE QUARTO E SALA NA AVENIDA PRINCIPAL DO RIACHO FUNDO I, perto do Shopping Riacho Mall. Em cima da Tesoura de Ouro e... 21/08/22"
493,"QI 1 Bloco B, GUARA I, GUARA",,R$,1.100,m² R$,23,Aluguel Apartamento 46 m²,1 Quarto,1 Suíte,,"Apartamento no Primeiro Andar, muito bem localizado DO APARTAMENTO: . Sala; . Suíte; . Cozinha com armários; . Área de... 21/08/22"
494,"SQS 203 Bloco J, ASA SUL, BRASILIA",,R$,2.850,m² R$,42,Aluguel Apartamento 67 m²,2 Quartos,,,Já pensou em alugar um excelente imóvel em umas das quadras mais valorizadas da capital? Essa é sua chance!!! Excelente... 21/08/22
495,"QI 5 Bloco B, GUARA I, GUARA",,R$,650,m² R$,21,Aluguel Kitnet 30 m²,1 Quarto,,,"Endereço: QI 5 Bloco B KIT 103 - Ed Star Center - Guara Um kit com sala, banheiro e pia de cozinha AGUA E... 21/08/22"
496,"Avenida das Araucárias, SUL, AGUAS CLARAS",,R$,1.000,m² R$,34,Aluguel Apartamento 29 m²,1 Quarto,1 Vaga,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
497,"QE 12 Área Especial I, GUARA I, GUARA",,R$,900,m² R$,24,Aluguel Apartamento 37 m²,1 Quarto,,,"AP13867 - Qe 12, 1 quarto 37m² e varanda. Agende sua visita! Para agendar visita, copie e cole o link abaixo em seu nav... 21/08/22"
498,"CSG 13, TAGUATINGA SUL, TAGUATINGA",,R$,800,m² R$,25,Aluguel Apartamento 32 m²,1 Quarto,1 Vaga,,SCALERCIO IMOBILIÁRIA ALUGA COM EXCLUSIVIDADE!! PLANTÃO DE LOCAÇÃO!!! Escritório em Aguas claras (61) 3553-0000 (61) 99... 21/08/22
499,"SQSW 104 Bloco B, SUDOESTE, BRASILIA",,R$,3.300,m² R$,40,Aluguel Apartamento 82 m²,3 Quartos,1 Vaga,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
500,"QI 2 Bloco G, GUARA I, GUARA",,R$,1.400,m² R$,28,Aluguel Apartamento 50 m²,2 Quartos,1 Vaga,,"SRIA QI 02 - BLOCO G DESCRIÇÃO IMÓVEL: - 2° andar, - 50 m² úteis aproximadamente, - Sala, - Dois quartos, - Cozinha, ... 21/08/22"
501,"Rua 25, NORTE, AGUAS CLARAS",", Vitali Arquitetura de Lazer",R$,2.300,m² R$,35,Aluguel Apartamento 65 m²,1 Quarto,1 Suíte,1 Vaga,"ALUGUEL 2.300,00 COND: 580,00 VITALI - APTO DE 2 QUARTOS. COM VISTA LIVRE 4º ANDAR SÃO 65M² DE ÁREA ÚTIL BEM DISTRIB... 21/08/22"
502,"QI 12 Bloco A, GUARA I, GUARA",,R$,1.650,m² R$,25,Aluguel Apartamento 65 m²,2 Quartos,,,"AP13780 - Apartamento para alugar com 2 quartos, 65m² - Qi 12, Guara I - Df Para agendar visita, copie e cole o link ab... 21/08/22"
503,"Rua 600 Lote 601, SETOR MEIRELES, SANTA MARIA",TOTAL VILLE QD 101,R$,1.350,m² R$,21,Aluguel Apartamento 64 m²,3 Quartos,1 Suíte,1 Vaga,"Apartamento com 3 dormitórios sendo 1 suíte, armários na cozinha e 1 vaga. No condomínio uma fantástica estrutura de l... 21/08/22"
504,"Quadra 205, SUL, AGUAS CLARAS",,R$,3.900,m² R$,30,Aluguel Apartamento 127 m²,3 Quartos,1 Suíte,2 Vagas,A Atalaia Empreendimentos imobiliários aluga: Residencial Sabiá - Águas Claras - Apartamento com: - 3 Quartos sendo 1 ... 21/08/22
505,"QNM 29, CEILANDIA SUL, CEILANDIA",,R$,1.500,m² R$,34,Aluguel Apartamento 44 m²,2 Quartos,1 Vaga,,"Belíssimo apartamento no Residencial Bela Alvorada , condomínio completo com portaria 24h, piscina, churrasqueira e es... 21/08/22"
506,"Avenida das Araucárias, SUL, AGUAS CLARAS",,R$,2.700,m² R$,29,Aluguel Apartamento 91 m²,3 Quartos,1 Suíte,1 Vaga,TOP IMOBILIÁRIA DISPONIBILIZA PARA LOCAÇÃO APARTAMENTO DE 03 QUARTOS + DCE - RES. MONT SERRAT COM 91M² EXCELENTE LOCAL... 21/08/22
507,"QND 34, TAGUATINGA NORTE, TAGUATINGA",,R$,1.400,m² R$,28,Aluguel Apartamento 50 m²,2 Quartos,1 Suíte,,"VALOR DO ALUGUEL BRUTO: R$ 1.647,80 DESCONTO PONTUALIDADE: R$ 247,80 VALOR DO ALUGUEL LIQUIDO: R$ 1.400,00 TAXA DE M... 21/08/22"
508,"SQSW 105 Bloco F, SUDOESTE, BRASILIA",Ed. Sarah Kubitschek,R$,4.100,m² R$,47,Aluguel Apartamento 87 m²,3 Quartos,1 Suíte,1 Vaga,"HABITARBEM Imóveis aluga no Ed. Sarah Kubitschek excelente apartamento de 3 quartos (sendo 1 suíte) com armários, banhei... 21/08/22"
509,"CA 09, LAGO NORTE, BRASILIA",,R$,2.500,m² R$,41,Aluguel Apartamento 60 m²,1 Quarto,1 Suíte,1 Vaga,"Alugo, direto com o proprietário, excelente loft, espaçoso, com cerca de 60 m2, parcialmente mobiliado, com geladeira, f... 21/08/22"
510,"SRES Quadra 2 Bloco B, VELHO, CRUZEIRO",QD 02 AREA ESPECIAL - BLOCO B - ED. PIAZA NAVONA,R$,920,m² R$,30,Aluguel Kitnet 30 m²,1 Quarto,1 Suíte,1 Vaga,DISPONIBILIZAMOS PARA LOCAÇÃO IMEDIaA LINDA KITNET - SALA conjugada com COZINHA AMERICANA - QUARTO SUITE - ARMARIOS EMBU... 21/08/22
511,"Rua 9, SUL, AGUAS CLARAS",,R$,3.300,m² R$,34,Aluguel Apartamento 97 m²,4 Quartos,3 Suítes,2 Vagas,"Para um melhor atendimento, entre em contato pelo Whatsapp 61 98214-2424 Piazza d Italia - Rua 9 Sul lote 11 e 13 bloco ... 21/08/22"
512,"Rua 36, NORTE, AGUAS CLARAS",,R$,2.800,m² R$,41,Aluguel Apartamento 68 m²,2 Quartos,1 Suíte,2 Vagas,Apartamento Mobiliado para locação na Rua 36 norte - Residencial Vive La vie em aguas claras norte 2 dormitórios sendo ... 21/08/22
513,"SQSW 302 Bloco F, SUDOESTE, BRASILIA",,R$,4.200,m² R$,42,Aluguel Apartamento 98 m²,3 Quartos,1 Suíte,1 Vaga,Imobiliária Brasília aluga apto na SQSW 302 no edifício residencial Gonçalves Dias. Apartamento composto de Sala de vis... 21/08/22
514,"SQNW 309, NOROESTE, BRASILIA",,R$,6.800,m² R$,56,Aluguel Apartamento 120 m²,3 Quartos,1 Suíte,,Se procura um apartamento de 3 quartos espaçoso em andar alto com vista livre vazado com a melhor área de lazer para voc... 21/08/22
515,"CA 09, LAGO NORTE, BRASILIA",,R$,1.500,m² R$,20,Aluguel Apartamento 75 m²,1 Quarto,1 Suíte,1 Vaga,Apartamento Duplex. 75 m2 Nascente na CA 9 do Lago Norte. Condomínio Incluso Agua e Gás. Próximo aos Comércios Locais... 21/08/22
516,"SQNW 109 Bloco F, NOROESTE, BRASILIA",,R$,4.500,m² R$,60,Aluguel Apartamento 75 m²,2 Quartos,1 Suíte,1 Vaga,"SQNW 109 BLOCO F - JARDINS DO NOROESTE. LOCAÇÃO. Apartamento 75m2, localizado no terceiro andar, nascente, 02 quartos ... 21/08/22"
517,"SQS 207, ASA SUL, BRASILIA",,R$,5.500,m² R$,33,Aluguel Apartamento 163 m²,3 Quartos,1 Suíte,1 Vaga,"Situado na icónica quadra SQS 207, este apartamento reformado, de 163 m2, é composto por: - Sala de estar e jantar - 3... 21/08/22"
518,"SCES Trecho 4, ASA SUL, BRASILIA",,R$,3.000,m² R$,46,Aluguel Apartamento 64 m²,1 Quarto,1 Suíte,1 Vaga,"Brisas do Lago Apartamento maravilhoso, vista jardim/Lago, varanda ampla, nível térreo no condomínio Brisas do Lago... 21/08/22"
519,"CSB 07 Lote 03, TAGUATINGA SUL, TAGUATINGA",,R$,1.000,m² R$,20,Aluguel Apartamento 50 m²,1 Quarto,,,"Apartamento amplo de 1 quarto no Ed Minas Gerais, muito bem localizado e próximo ao Shopping Alameda e bons comércios, f... 21/08/22"
520,"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,R$,1.900,m² R$,28,Aluguel Apartamento 66 m²,2 Quartos,1 Suíte,,Sala; 02 quartos Com armários sendo 01 suíte; Cozinha com armário sob pia; Área de serviço; Garagem. Os valores de cond... 21/08/22
521,"CA 09, LAGO NORTE, BRASILIA",,R$,1.000,m² R$,33,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"Excelente kit mobiliada - SHIN CA 09 LOTE 10 - SILCO BOULEVARD Composta por sala com armários sofá e escrivaninha, quar... 21/08/22"
522,"SQS 313 Bloco H, ASA SUL, BRASILIA",,R$,12.000,m² R$,57,Aluguel Apartamento 209 m²,4 Quartos,1 Suíte,2 Vagas,"SQS 313 - ASA SUL. LOCAÇÃO. Apartamento grande 209m², vazado, sala para 02 ambientes, cozinha com armários, DCE co... 21/08/22"
523,"QSD 49, TAGUATINGA SUL, TAGUATINGA",,R$,1.000,m² R$,22,Aluguel Kitnet 45 m²,1 Quarto,1 Vaga,,"Kitinete de 02 quartos, sala, cozinha, banheiro social, área de serviço e vaga de garagem. Kitinete em local privilegi... 21/08/22"
524,"QNB 12, TAGUATINGA NORTE, TAGUATINGA",,R$,800,m² R$,22,Aluguel Apartamento 35 m²,1 Quarto,,,"APARTAMENTO TÉRREO COMPOSTO: POR:01 QUARTO, SALA ESTILO AMERICANO, BANHEIRO SOCIAL, ÁREA DE SERVIÇO, PISO DE CERÂMICA. ... 21/08/22"
525,"SQN 304 Bloco F, ASA NORTE, BRASILIA",Excelente apartamento na Asa Norte,R$,6.000,m² R$,44,Aluguel Apartamento 134 m²,3 Quartos,1 Suíte,1 Vaga,ótimo apartamento - semi mobiliado na Asa Norte A SQN 304 é a quadra ideal pra quem busca por qualidade de vida e pratic... 21/08/22
526,"Área Especial 02 A Módulo G, GUARA II, GUARA",,R$,900,m² R$,18,Aluguel Apartamento 50 m²,1 Quarto,1 Suíte,,"1 Quarto - Setor de Oficinas Guará II 1 quarto com armário, banheiro social, cozinha americana e varanda. Marque sua v... 21/08/22"
527,"SQNW 111, NOROESTE, BRASILIA",,R$,8.000,m² R$,62,Aluguel Apartamento 127 m²,3 Quartos,1 Suíte,2 Vagas,"Apartamento com 3 quartos para alugar na SQNW 111, Noroeste. Brasília. 4 coisas que mais amamos neste apartamento: Uni... 21/08/22"
528,"Avenida Jequitibá, SUL, AGUAS CLARAS",,R$,1.300,m² R$,30,Aluguel Apartamento 42 m²,1 Quarto,1 Vaga,,"AP10604 - Apartamento para alugar com 1 quarto, 42m², Avenida Jequitibá, Águas Claras - DF. Para agendar visita, copie ... 21/08/22"
529,"SQNW 309 Bloco F, NOROESTE, BRASILIA",,R$,9.500,m² R$,55,Aluguel Apartamento 172 m²,4 Quartos,2 Suítes,4 Vagas,"lindo apartamento de canto , ampla sala com varanda gourmet , moveis planejados nos quartos e cozinha . cobertura col... 21/08/22"
530,"Terceira Avenida Área Especial 2, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,700,m² R$,29,Aluguel Kitnet 24 m²,1 Quarto,,,RIOS IMÓVEIS ALUGA EXCELENTE KIT/SALA NA 3ª AVENIDA ÁREA ESPECIAL 2 LOTES KLMN KIT/SALA 202 NO ED MULTISHOPPING NO NÚCLE... 21/08/22
531,"Condomínio Estancia Mestre Darmas II, SETOR RESIDENCIAL MESTRE DARMAS, PLANALTINA",TOTAL VILLE 10,R$,900,m² R$,20,Aluguel Apartamento 43 m²,2 Quartos,1 Vaga,,Total Ville 10 - St Habitacional Mestre Darmas - 2 Quartos Apartamento com 2 quartos em ótima localização em Planaltin... 21/08/22
532,"SQN 203, ASA NORTE, BRASILIA",,R$,5.200,m² R$,43,Aluguel Apartamento 120 m²,4 Quartos,1 Suíte,1 Vaga,Alugo Apartamento na SQN 203 com: 4 quartos sendo 1 suite Sala ampla com sala de jantar em L com espelho e armários To... 21/08/22
533,"SQN 111, ASA NORTE, BRASILIA",,R$,5.500,m² R$,56,Aluguel Apartamento 98 m²,3 Quartos,1 Suíte,1 Vaga,"Apartamento com 3 quartos, sendo 1 suíte para alugar na SQN 111, Asa Norte. Brasília. 3 coisas que mais amamos neste ap... 21/08/22"
534,"QR 114 Conjunto 4 A, SAMAMBAIA SUL, SAMAMBAIA",,R$,1.100,m² R$,22,Aluguel Apartamento 49 m²,2 Quartos,1 Suíte,1 Vaga,"RESIDENCIAL SUPREMO QR 114 LOTE 01 CONJUNTO 4-A SAMBAMBAIA Alugo excelente Apartamento de 2 Quartos, sendo uma suíte, S... 21/08/22"
535,"EPTG QE 2, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,R$,1.100,m² R$,33,Aluguel Apartamento 33 m²,1 Quarto,1 Suíte,1 Vaga,"EPTG QE 02 - Res. Villa Rochelle Apartamento para alugar com 33,62 m², todo revestido com materiais de primeira qualid... 21/08/22"
536,"QSC 19 Chacará 26 Conjunto A, TAGUATINGA SUL, TAGUATINGA",Lote 02,R$,650,m² R$,20,Aluguel Apartamento 31 m²,1 Quarto,1 Vaga,,Ótimo Apartamento na QSC 19 CH. 26 CONJ. A LOTE 02 Taguatinga Sul. Em frente a Avenida Primavera. Ótima localização. ... 21/08/22
537,"AOS 04 Bloco B, OCTOGONAL, BRASILIA","03 quartos, sendo 01 suite, DCE, lazer com piscina",R$,3.000,m² R$,31,Aluguel Apartamento 95 m²,3 Quartos,1 Suíte,1 Vaga,"Empreendimento: AOS 04 Bloco B - Octogonal Localização: próximo ao Terraço Shopping, próximo ao Sia, próximo ao Parque ... 21/08/22"
538,"CLN 109, ASA NORTE, BRASILIA",,R$,1.050,m² R$,22,Aluguel Kitnet 47 m²,1 Quarto,,,"Kitnet com varanda para locação na CLN 109, Asa Norte, Brasília. 3 coisas que mais amamos neste kitnet: Varanda: Come... 21/08/22"
539,"Alameda dos Eucaliptos Quadra 107, NORTE, AGUAS CLARAS",,R$,1.600,m² R$,37,Aluguel Apartamento 43 m²,2 Quartos,,,"Quer morar bem? Temos um lindo apartamento no ED. MONT SERRAT. O imóvel é dividido em sala com vista livre, cozinha, do... 21/08/22"
540,"Rua MACAUBA, SUL, AGUAS CLARAS",,R$,800,m² R$,24,Aluguel Kitnet 33 m²,1 Quarto,,,"Kitnet para Alugar em Águas Claras. Local tranquilo, fácil acesso e localização. Apenas 5 minutos do Shopping de Águas... 21/08/22"
541,"SQNW 310 Bloco C, NOROESTE, BRASILIA",,R$,3.000,m² R$,60,Aluguel Apartamento 50 m²,1 Quarto,,,SQNW 310 Bloco C - Via Soho - Noroeste - DF Alugue este imóvel com seu cartão de crédito pela CredPago Ótimo Apartamen... 21/08/22
542,"CSB 2, TAGUATINGA SUL, TAGUATINGA",,R$,1.400,m² R$,20,Aluguel Apartamento 69 m²,2 Quartos,1 Vaga,,Sempre quis morar perto do Centro de Taguatinga? Esta é a sua grande chance! Apartamento de 73m² com dois quartos com a... 21/08/22
543,"Rua BURITI, SUL, AGUAS CLARAS",,R$,2.000,m² R$,25,Aluguel Apartamento 80 m²,3 Quartos,1 Suíte,1 Vaga,TOP IMOBILIÁRIA DISPONIBILIZA PARA LOCAÇÃO RESIDENCIAL BURITI - APARTAMENTO DE 03 QUARTOS NASCENTE COM VISTA LIVRE E DE... 21/08/22
544,"SGCV Lote 11, PARK SUL, BRASILIA",", Park Studios",R$,1.500,m² R$,57,Aluguel Apartamento 26 m²,1 Quarto,1 Vaga,,"QUARTO COM ARMÁRIOS, PERSIANA, CAMA BOX DE CASAL(SEM COLCHÃO), SALA C/ARMÁRIO E PERSIANAS, COZINHA COM ARMÁRIOS, FOGÃO C... 21/08/22"
545,"QSE 16, TAGUATINGA SUL, TAGUATINGA",,R$,600,m² R$,20,Aluguel Apartamento 30 m²,1 Quarto,,,Este apartamento esta com o primeiro mês de aluguel grátis!(taxas locatícias não estão incluídas na promoção). Excelent... 21/08/22
546,"QE 17 Bloco A, GUARA II, GUARA",,R$,700,m² R$,23,Aluguel Apartamento 30 m²,1 Quarto,,,"AP11988 - Apartamento para alugar com 1 quarto, 30m² - Qe 17 CL - Guara II, Brasília-Df Para agendar visita, copie e co... 21/08/22"
547,"QE 19 Bloco A, GUARA II, GUARA",,R$,700,m² R$,20,Aluguel Apartamento 35 m²,1 Quarto,1 Suíte,,Aluga - se Apartamento 1 quarto c/ suíte. Não contém garagem! Bloco A apto 101 21/08/22
548,"CCSW 1 Lote 4 Bloco A, SUDOESTE, BRASILIA",", ED.PORTAL MASTER",R$,3.400,m² R$,130,Aluguel Apartamento 26 m²,1 Quarto,1 Suíte,1 Vaga,"Studio - Enxoval Completo, Serv. De Hotel - Portal Master/Sudoeste (526) A TOP LINE PRIME tem orgulho de oferecer um ... 21/08/22"
549,"SQS 103 Bloco A, ASA SUL, BRASILIA",", ED. GUARUJÁ",R$,3.350,m² R$,30,Aluguel Apartamento 110 m²,3 Quartos,1 Vaga,,"EXCELENTE APARTAMENTO COMPOSTO DE: Sala com varanda, três quartos com armários, dois quartos com varanda, cozinha com a... 21/08/22"
550,"Terceira Avenida Área Especial 2, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,650,m² R$,28,Aluguel Kitnet 23 m²,1 Quarto,,,"Para um melhor atendimento, entre em contato pelo Whatsapp 61 98214-2424 kit Nucleo bandeirante, Multishopping Agende um... 21/08/22"
551,"Avenida Jacarandá, SUL, AGUAS CLARAS",", Spot Apartments Hplus Long Stay",R$,2.150,m² R$,65,Aluguel Apartamento 33 m²,1 Quarto,1 Vaga,,"Multiplic Imóveis aluga no SPOT, excelente apartamento com 33m2, semimobiliado, bem dividido, varanda, nascente, andar a... 21/08/22"
552,"SHCGN 706 Bloco G, ASA NORTE, BRASILIA",,R$,1.900,m² R$,37,Aluguel Apartamento 51 m²,2 Quartos,,,"Apartamento na SHCGN 706 Edifício com guarita e portaria, excelente localização na Asa Norte, bem próximo ao UNICEUB alé... 21/08/22"
553,"CLSW 300B Bloco 3, SUDOESTE, BRASILIA",,R$,1.500,m² R$,55,Aluguel Kitnet 27 m²,1 Quarto,1 Vaga,,DALEPRANE INTELIGÊNCIA IMOBILIÁRIA ALUGA: Excelente Kit localizada no edifício Leonardo Center Agende para hoje mesmo... 21/08/22
554,"QI 25 Lote 5/17, GUARA II, GUARA",,R$,1.620,m² R$,20,Aluguel Apartamento 78 m²,3 Quartos,1 Vaga,,"Aluga-se Apartamento Condomínio Sargento Wolf Bloco L Apto 607 - Guará II DF Próximo à comércios, padarias, lanchone... 21/08/22"
555,"SQS 316, ASA SUL, BRASILIA",,R$,6.600,m² R$,41,Aluguel Apartamento 158 m²,3 Quartos,1 Suíte,1 Vaga,"Olá cliente, meu nome é Israel Magalhães, estou disponibilizando para LOCAÇÃO uma excelente oportunidade: Lindo Apart... 21/08/22"
556,"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",,R$,1.500,m² R$,30,Aluguel Apartamento 50 m²,2 Quartos,1 Vaga,,"AP13295 - Apartamento para alugar com 2 quartos, 50m² - Sagocan Lotes 02 e 04 - Reserva Taguatinga, Df Para agendar vis... 21/08/22"
