,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
1457,900,73,Apartamento ,2,,, NUCLEO BANDEIRANTE
1458,5.500,169,Apartamento ,3,1,1, ASA SUL
1459,7.700,185,Apartamento ,4,2,2, ASA NORTE
1460,950,36,Apartamento ,1,1,, AGUAS CLARAS
1461,1.900,70,Apartamento ,3,,, CRUZEIRO
1462,1.000,35,Apartamento ,1,,, ASA NORTE
1463,6.500,165,Apartamento ,4,1,1, ASA SUL
1464,5.200,79,Apartamento ,2,1,2, NOROESTE
1465,2.500,50,Apartamento ,1,1,, ASA NORTE
1466,1.100,51,Apartamento ,2,,, SOBRADINHO
1467,600,22,Kitnet ,1,,, ASA NORTE
1468,1.400,54,Apartamento ,2,1,, JARDINS MANGUEIRAL
1469,950,28,Kitnet ,1,,, LAGO NORTE
1470,2.300,25,Kitnet ,1,1,, LAGO NORTE
1471,1.700,33,Apartamento ,1,,, AGUAS CLARAS
1472,1.200,42,Apartamento ,2,,, AGUAS CLARAS
1473,450,30,Kitnet ,1,1,, SANTA MARIA
1474,1.100,16,Kitnet ,1,,, JARDIM BOTANICO
1475,2.000,60,Apartamento ,2,,, SUDOESTE
1476,1.750,72,Apartamento ,1,1,, AGUAS CLARAS
1477,2.000,106,Apartamento ,2,1,1, AGUAS CLARAS
1478,1.000,24,Kitnet ,1,1,, SUDOESTE
1479,2.100,54,Apartamento ,2,,, ASA NORTE
1480,800,40,Apartamento ,1,,, RIACHO FUNDO
1481,5.900,179,Apartamento ,4,2,2, SUDOESTE
1482,2.200,37,Apartamento ,1,,, ASA NORTE
1483,1.000,30,Kitnet ,1,,, ASA NORTE
1484,770,23,Kitnet ,1,,, ASA NORTE
1485,600,52,Apartamento ,2,1,, VALPARAISO DE GOIAS
1486,4.700,1100,Apartamento ,3,1,, ASA NORTE
1487,2.700,56,Apartamento ,2,1,, SUDOESTE
1488,550,35,Kitnet ,1,,, ASA NORTE
1489,1.600,42,Apartamento ,1,,, ASA SUL
1490,2.350,35,Kitnet ,1,1,, ASA SUL
1491,1.500,60,Apartamento ,2,,, CRUZEIRO
1492,1.100,30,Apartamento ,1,1,1, AGUAS CLARAS
1493,10.000,187,Apartamento ,3,1,2, SUDOESTE
1494,7.000,187,Apartamento ,4,1,2, SUDOESTE
1495,1.000,22,Apartamento ,1,,, ASA NORTE
1496,4.200,110,Apartamento ,3,2,1, ASA NORTE
1497,890,60,Apartamento ,3,1,1, GAMA
1498,2.510,200,Apartamento ,4,2,, GAMA
1499,890,60,Apartamento ,3,1,1, GAMA
1500,600,47,Apartamento ,2,,, SAMAMBAIA
1501,1.000,38,Kitnet ,1,1,, ASA NORTE
1502,1.200,28,Kitnet ,1,1,, ASA NORTE
1503,700,40,Apartamento ,1,1,, SOBRADINHO
1504,1.700,25,Kitnet ,1,1,1, SUDOESTE
1505,2.500,70,Apartamento ,3,1,, AGUAS CLARAS
1506,3.700,98,Apartamento ,3,1,1, SUDOESTE
1507,2.500,41,Apartamento ,1,1,, AGUAS CLARAS
1508,600,23,Kitnet ,1,,, ASA NORTE
1509,700,45,Apartamento ,1,,, CEILANDIA
1510,950,30,Kitnet ,1,,, LAGO NORTE
1511,4.350,98,Apartamento ,3,1,1, ASA NORTE
1512,780,38,Kitnet ,1,,, ASA NORTE
1513,14.000,203,Apartamento ,4,4,4, NOROESTE
1514,1.300,29,Apartamento ,1,1,1, AGUAS CLARAS
1515,3.800,110,Apartamento ,3,1,1, ASA SUL
1516,1.150,33,Apartamento ,1,1,, AGUAS CLARAS
1517,1.250,30,Apartamento ,1,1,1, PARK SUL
1518,2.000,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
1519,1.850,32,Apartamento ,1,1,1, AGUAS CLARAS
1520,3.000,120,Apartamento ,3,1,2, AGUAS CLARAS
1521,4.500,147,Apartamento ,3,1,1, ASA NORTE
1522,10.000,200,Apartamento ,3,2,2, ASA SUL
1523,2.000,57,Apartamento ,2,1,1, AGUAS CLARAS
1524,2.200,67,Apartamento ,2,,, ASA NORTE
1525,650,33,Kitnet ,1,,, LAGO NORTE
1526,3.300,65,Apartamento ,2,1,, ASA NORTE
1527,4.000,89,Apartamento ,3,1,2, GUARA
1528,1.200,33,Apartamento ,1,1,1, AGUAS CLARAS
1529,1.700,95,Apartamento ,2,1,1, TAGUATINGA
1530,1.000,60,Apartamento ,2,1,, SOBRADINHO
1531,2.200,45,Apartamento ,1,1,, ASA SUL
1532,2.300,55,Apartamento ,2,1,1, AGUAS CLARAS
1533,4.150,74,Apartamento ,2,1,2, PARK SUL
1534,775,35,Kitnet ,1,1,, ASA NORTE
1535,600,38,Apartamento ,1,1,1, SANTA MARIA
1536,700,48,Apartamento ,1,,, GUARA
1537,550,25,Kitnet ,1,,, SAO SEBASTIAO
1538,2.200,71,Apartamento ,3,1,1, AGUAS CLARAS
1539,2.000,42,Apartamento ,2,1,, SUDOESTE
1540,4.999,159,Apartamento ,3,1,1, ASA SUL
1541,1.200,67,Kitnet ,1,1,1, ASA NORTE
1542,3.150,53,Apartamento ,1,1,, ASA NORTE
1543,1.000,35,Apartamento ,1,1,, AGUAS CLARAS
1544,3.800,150,Apartamento ,4,3,2, AGUAS CLARAS
1545,5.255,114,Apartamento ,3,1,1, ASA SUL
1546,249.000,200,Kitnet ,6,,, CEILANDIA
1547,1.100,30,Apartamento ,1,1,1, ASA NORTE
1548,2.600,55,Apartamento ,2,1,, ASA NORTE
1549,3.700,90,Apartamento ,3,1,1, ASA NORTE
1550,1.090,25,Kitnet ,1,,, GUARA
1551,1.450,65,Apartamento ,3,1,1, SAMAMBAIA
1552,1.000,46,Apartamento ,2,,, NUCLEO BANDEIRANTE
1553,1.400,32,Apartamento ,1,1,, AGUAS CLARAS
1554,750,20,Apartamento ,1,,, TAGUATINGA
1555,900,52,Apartamento ,2,,, TAGUATINGA
1556,2.000,50,Apartamento ,2,,, CRUZEIRO
1557,10.000,220,Apartamento ,4,1,2, ASA SUL
1558,1.450,24,Kitnet ,1,1,1, SUDOESTE
1559,1.100,60,Apartamento ,3,1,, VICENTE PIRES
1560,2.500,52,Apartamento ,2,,, ASA NORTE
1561,1.700,68,Apartamento ,2,,, TAGUATINGA
1562,1.450,36,Apartamento ,1,1,1, AGUAS CLARAS
1563,2.200,52,Apartamento ,2,1,1, LAGO NORTE
1564,575,30,Apartamento ,1,,, GUARA
1565,2.190,62,Apartamento ,2,,, SUDOESTE
1566,800,40,Apartamento ,1,1,, VICENTE PIRES
1567,1.350,45,Apartamento ,1,,, ASA NORTE
1568,375,1,Kitnet ,1,,, CEILANDIA
1569,600,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1570,1.000,28,Apartamento ,1,1,, GUARA
1571,5.430,48,Apartamento ,1,1,1, ASA SUL
1572,2.300,73,Apartamento ,3,1,, AGUAS CLARAS
1573,1.700,35,Apartamento ,1,1,, AGUAS CLARAS
1574,480,40,Apartamento ,1,1,, TAGUATINGA
1575,1.200,30,Apartamento ,1,,, ASA NORTE
1576,2.100,42,Apartamento ,1,1,, AGUAS CLARAS
1577,1.300,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1578,900,55,Apartamento ,2,,, AGUAS CLARAS
1579,1.200,32,Kitnet ,1,1,, SUDOESTE
1580,800,30,Kitnet ,1,,, ASA NORTE
1581,1.800,26,Kitnet ,1,1,, PARK SUL
1582,750,27,Apartamento ,1,,, TAGUATINGA
1583,750,35,Kitnet ,1,1,, TAGUATINGA
1584,3.600,102,Apartamento ,3,1,1, ASA SUL
1585,3.200,88,Apartamento ,3,1,1, SUDOESTE
1586,1.900,60,Apartamento ,1,1,1, AGUAS CLARAS
1587,3.600,90,Apartamento ,3,1,1, SUDOESTE
1588,7.500,160,Apartamento ,4,2,1, ASA NORTE
1589,900,33,Kitnet ,1,1,, SUDOESTE
1590,980,26,Kitnet ,1,,, LAGO NORTE
1591,3.600,104,Apartamento ,3,1,, ASA SUL
1592,2.100,72,Apartamento ,3,1,, GUARA
1593,750,56,Apartamento ,1,,, AGUAS CLARAS
1594,790,40,Apartamento ,1,,, SOBRADINHO
1595,1.750,62,Apartamento ,2,,, ASA NORTE
1596,800,50,Apartamento ,2,,, TAGUATINGA
1597,1.200,50,Apartamento ,2,1,, GUARA
1598,3.900,144,Apartamento ,4,1,4, AGUAS CLARAS
1599,990,48,Apartamento ,2,,, GUARA
1600,2.450,57,Apartamento ,2,1,, AGUAS CLARAS
1601,2.500,37,Apartamento ,1,1,, ASA NORTE
1602,850,60,Apartamento ,2,,, GAMA
1603,3.900,90,Apartamento ,3,1,, ASA SUL
1604,900,60,Apartamento ,1,1,, VICENTE PIRES
1605,1.700,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
1606,2.200,76,Apartamento ,3,1,2, AGUAS CLARAS
1607,15.000,262,Apartamento ,4,4,3, NOROESTE
1608,950,30,Kitnet ,1,1,, PARK SUL
1609,4.400,75,Apartamento ,2,1,2, NOROESTE
1610,3.500,104,Apartamento ,3,1,, ASA SUL
1611,1.900,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1612,12.000,209,Apartamento ,4,1,2, ASA SUL
1613,1.100,38,Apartamento ,1,,, ASA NORTE
1614,5.399,107,Apartamento ,3,1,2, PARK SUL
1615,4.500,128,Apartamento ,3,1,1, ASA SUL
1616,590,28,Apartamento ,1,,, TAGUATINGA
1617,1.500,52,Apartamento ,2,1,, CRUZEIRO
1618,2.350,63,Apartamento ,2,1,, LAGO NORTE
1619,1.300,23,Kitnet ,1,,, ASA SUL
1620,600,60,Apartamento ,2,,, CEILANDIA
1621,1.500,35,Apartamento ,1,1,1, LAGO NORTE
1622,3.400,26,Kitnet ,1,1,1, SUDOESTE
1623,1.200,42,Kitnet ,1,,, ASA NORTE
1624,850,74,Apartamento ,2,,, TAGUATINGA
1625,600,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
1626,1.300,35,Apartamento ,1,1,1, AGUAS CLARAS
1627,650,29,Kitnet ,1,,, ASA NORTE
1628,2.100,70,Apartamento ,3,1,, AGUAS CLARAS
1629,660,55,Apartamento ,2,,, GAMA
1630,3.300,80,Apartamento ,2,,, ASA SUL
1631,1.200,60,Apartamento ,2,1,, NUCLEO BANDEIRANTE
1632,4.550,38,Apartamento ,1,1,1, ASA NORTE
1633,850,40,Apartamento ,1,,, SOBRADINHO
1634,4.400,119,Apartamento ,3,1,1, ASA SUL
1635,1.700,35,Apartamento ,1,1,, AGUAS CLARAS
1636,3.900,119,Apartamento ,3,1,1, ASA NORTE
1637,1.200,30,Apartamento ,1,1,1, AGUAS CLARAS
1638,1.300,36,Apartamento ,1,1,1, AGUAS CLARAS
1639,420,45,Apartamento ,1,,, CEILANDIA
1640,600,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1641,1.300,28,Apartamento ,1,,, ASA SUL
1642,2.250,62,Apartamento ,2,,, SUDOESTE
1643,4.800,100,Apartamento ,2,1,1, LAGO NORTE
1644,1.400,42,Kitnet ,1,,, ASA NORTE
1645,1.320,35,Apartamento ,1,1,1, GUARA
1646,6.500,120,Apartamento ,3,1,2, NOROESTE
1647,1.600,38,Apartamento ,1,1,1, AGUAS CLARAS
1648,1.000,30,Kitnet ,1,1,1, AGUAS CLARAS
1649,1.100,61,Apartamento ,2,1,1, SAMAMBAIA
1650,900,45,Apartamento ,2,,, CEILANDIA
1651,2.600,95,Apartamento ,3,,, ASA NORTE
1652,700,27,Kitnet ,1,,, ASA NORTE
1653,500,60,Apartamento ,1,,, NUCLEO BANDEIRANTE
1654,900,52,Apartamento ,2,,, GUARA
1655,1.100,27,Kitnet ,1,1,, SUDOESTE
1656,1.100,30,Apartamento ,1,,, ASA NORTE
1657,1.200,34,Apartamento ,1,,, LAGO NORTE
1658,900,42,Apartamento ,2,1,, AGUAS CLARAS
1659,1.600,63,Apartamento ,2,1,1, AGUAS CLARAS
1660,1.600,52,Apartamento ,1,,, ASA SUL
1661,4.200,126,Apartamento ,3,1,2, AGUAS CLARAS
1662,1.800,25,Kitnet ,1,1,1, SUDOESTE
1663,2.000,35,Kitnet ,1,1,, PARK SUL
1664,750,38,Apartamento ,1,,, TAGUATINGA
1665,13.000,225,Apartamento ,4,4,3, ASA NORTE
1666,850,30,Kitnet ,1,,, ASA NORTE
1667,1.200,41,Apartamento ,1,1,, OCTOGONAL
1668,1.100,26,Kitnet ,1,1,, PARK SUL
1669,2.700,56,Apartamento ,1,1,, LAGO NORTE
1670,1.300,45,Apartamento ,2,,, AGUAS CLARAS
1671,3.100,77,Apartamento ,3,,, ASA NORTE
1672,2.900,90,Apartamento ,3,,, ASA NORTE
1673,2.400,75,Apartamento ,3,1,1, AGUAS CLARAS
1674,950,28,Apartamento ,1,,, SAMAMBAIA
1675,1.100,30,Apartamento ,1,1,, SAMAMBAIA
1676,1.400,36,Apartamento ,1,1,1, AGUAS CLARAS
1677,780,30,Kitnet ,1,,, SUDOESTE
1678,4.500,60,Apartamento ,1,1,1, ASA NORTE
1679,1.100,50,Apartamento ,2,1,, SAMAMBAIA
1680,3.500,144,Apartamento ,3,1,1, AGUAS CLARAS
1681,6.300,160,Apartamento ,4,1,1, ASA SUL
1682,2.200,56,Apartamento ,2,1,1, GUARA
1683,500,30,Apartamento ,1,,, NUCLEO BANDEIRANTE
1684,2.800,68,Apartamento ,2,1,2, AGUAS CLARAS
1685,400,35,Kitnet ,1,,, NUCLEO BANDEIRANTE
1686,1.500,37,Apartamento ,1,1,, AGUAS CLARAS
1687,1.500,30,Apartamento ,1,1,, ASA NORTE
1688,4.600,75,Apartamento ,2,2,1, NOROESTE
1689,600,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1690,3.200,48,Apartamento ,2,1,, NOROESTE
1691,3.500,48,Apartamento ,1,2,, NOROESTE
1692,6.000,127,Apartamento ,3,1,2, NOROESTE
1693,3.500,143,Apartamento ,3,2,2, AGUAS CLARAS
1694,5.400,174,Apartamento ,4,2,2, SUDOESTE
1695,1.350,38,Apartamento ,1,1,1, ASA NORTE
1696,900,30,Apartamento ,1,1,1, LAGO NORTE
1697,1.500,33,Apartamento ,1,,, LAGO NORTE
1698,5.200,123,Apartamento ,3,1,1, ASA NORTE
1699,700,30,Apartamento ,1,1,, VICENTE PIRES
1700,1.250,60,Apartamento ,2,,, RIACHO FUNDO
1701,1.400,28,Kitnet ,1,,, SUDOESTE
1702,2.150,60,Apartamento ,2,,, SUDOESTE
1703,5.143,120,Apartamento ,2,1,1, ASA NORTE
1704,1.650,30,Kitnet ,1,,, PARK SUL
1705,4.500,123,Apartamento ,3,1,1, ASA NORTE
1706,1.450,40,Apartamento ,1,,, ASA SUL
1707,4.390,82,Apartamento ,2,1,3, NOROESTE
1708,6.000,53,Apartamento ,1,1,, ASA SUL
1709,1.850,36,Kitnet ,1,1,, LAGO NORTE
1710,600,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1711,3.350,80,Apartamento ,2,1,1, ASA NORTE
1712,652,15,Kitnet ,1,,, GUARA
1713,29.900,324,Apartamento ,3,3,5, NOROESTE
1714,920,30,Kitnet ,1,1,, ASA NORTE
1715,1.000,58,Apartamento ,2,1,1, SAMAMBAIA
1716,3.400,103,Apartamento ,3,1,2, AGUAS CLARAS
1717,3.500,80,Apartamento ,2,1,1, ASA NORTE
1718,750,35,Kitnet ,1,,, GUARA
1719,900,43,Apartamento ,2,,, TAGUATINGA
1720,1.100,30,Kitnet ,1,1,1, SUDOESTE
1721,1.000,43,Apartamento ,1,,, ASA NORTE
1722,2.000,54,Apartamento ,1,1,1, AGUAS CLARAS
1723,2.400,62,Apartamento ,2,,, SUDOESTE
1724,5.900,150,Apartamento ,4,2,1, SUDOESTE
1725,2.100,56,Apartamento ,2,1,1, AGUAS CLARAS
1726,1.500,50,Apartamento ,2,,, GUARA
1727,3.300,74,Apartamento ,2,1,1, ASA NORTE
1728,890,60,Apartamento ,3,1,1, GAMA
1729,2.550,58,Apartamento ,2,,, ASA SUL
1730,1.000,22,Apartamento ,1,,, ASA NORTE
1731,1.900,47,Apartamento ,1,1,1, TAGUATINGA
1732,1.600,34,Apartamento ,1,1,1, AGUAS CLARAS
1733,1.800,25,Kitnet ,1,1,1, PARK SUL
1734,950,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
1735,2.800,69,Apartamento ,2,1,2, AGUAS CLARAS
1736,1.400,37,Apartamento ,1,1,1, TAGUATINGA
1737,1.650,62,Apartamento ,2,1,, AGUAS CLARAS
1738,1.500,27,Apartamento ,1,1,, ASA SUL
1739,800,46,Kitnet ,1,1,1, AGUAS CLARAS
1740,1.000,40,Apartamento ,1,,, GUARA
1741,900,33,Apartamento ,1,1,1, SAMAMBAIA
1742,1.200,40,Apartamento ,2,,, SOBRADINHO
1743,625,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
1744,1.100,27,Kitnet ,1,1,1, ASA NORTE
1745,1.100,50,Apartamento ,1,1,, SAMAMBAIA
1746,3.500,90,Apartamento ,3,1,, ASA SUL
1747,1.700,34,Apartamento ,1,1,, AGUAS CLARAS
1748,900,55,Apartamento ,2,,, RIACHO FUNDO
1749,2.600,60,Apartamento ,2,1,1, AGUAS CLARAS
1750,680,30,Apartamento ,1,,, TAGUATINGA
1751,2.850,73,Apartamento ,2,1,, LAGO NORTE
1752,1.650,30,Kitnet ,1,1,1, LAGO NORTE
1753,1.900,80,Apartamento ,3,1,2, AGUAS CLARAS
1754,650,19,Apartamento ,1,,, ASA NORTE
1755,490,25,Kitnet ,1,,, VICENTE PIRES
1756,1.200,50,Apartamento ,1,1,, AGUAS CLARAS
1757,750,40,Apartamento ,1,,, SAMAMBAIA
1758,1.200,65,Apartamento ,2,,, GUARA
1759,2.750,72,Apartamento ,2,1,, ASA NORTE
1760,1.100,55,Apartamento ,2,,, GUARA
1761,700,45,Kitnet ,1,1,, TAGUATINGA
1762,660,30,Apartamento ,1,,, CEILANDIA
1763,790,45,Apartamento ,1,,, RECANTO DAS EMAS
1764,1.150,47,Apartamento ,2,,, GUARA
1765,620,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
1766,800,60,Apartamento ,2,1,, TAGUATINGA
1767,1.400,39,Kitnet ,1,,, ASA NORTE
1768,2.400,66,Apartamento ,3,1,1, AGUAS CLARAS
1769,3.300,83,Apartamento ,3,1,, ASA SUL
1770,950,30,Apartamento ,1,1,1, TAGUATINGA
1771,800,30,Kitnet ,1,,, ASA NORTE
1772,4.000,85,Apartamento ,3,1,1, AGUAS CLARAS
1773,1.300,57,Apartamento ,2,1,, SAMAMBAIA
1774,5.900,85,Apartamento ,2,2,2, NOROESTE
1775,2.100,28,Apartamento ,1,,, ASA NORTE
1776,4.900,164,Apartamento ,5,3,3, AGUAS CLARAS
1777,1.500,63,Apartamento ,2,1,, TAGUATINGA
1778,3.800,110,Apartamento ,3,1,1, SUDOESTE
1779,920,50,Kitnet ,1,,, ASA NORTE
1780,900,55,Apartamento ,2,1,, AGUAS CLARAS
1781,1.150,29,Kitnet ,1,1,, SUDOESTE
1782,3.950,37,Apartamento ,1,1,1, ASA NORTE
1783,850,50,Apartamento ,2,,, GUARA
1784,1.400,57,Apartamento ,2,,, ASA NORTE
1785,2.900,85,Apartamento ,2,,, ASA SUL
1786,700,54,Apartamento ,2,,, VALPARAISO DE GOIAS
1787,2.100,42,Apartamento ,2,1,, LAGO NORTE
1788,5.200,115,Apartamento ,3,1,1, ASA NORTE
1789,6.100,106,Apartamento ,3,1,2, NOROESTE
1790,3.700,119,Apartamento ,3,1,1, AGUAS CLARAS
1791,3.250,83,Apartamento ,3,1,1, ASA NORTE
1792,2.900,92,Apartamento ,2,,, ASA SUL
1793,1.400,41,Kitnet ,1,1,, LAGO NORTE
1794,1.000,60,Apartamento ,2,,, RIACHO FUNDO
1795,3.000,71,Apartamento ,3,1,1, SUDOESTE
1796,3.500,65,Apartamento ,2,1,, ASA NORTE
1797,5.500,164,Apartamento ,4,1,1, ASA SUL
1798,2.400,60,Apartamento ,2,1,1, AGUAS CLARAS
1799,700,32,Apartamento ,1,,, RIACHO FUNDO
1800,1.600,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1801,2.340,73,Apartamento ,1,1,2, LAGO NORTE
1802,800,40,Apartamento ,1,,, TAGUATINGA
1803,2.850,80,Apartamento ,2,1,1, GUARA
1804,2.000,60,Apartamento ,2,1,2, AGUAS CLARAS
1805,450,25,Kitnet ,1,,, SAO SEBASTIAO
1806,1.600,56,Apartamento ,2,,, CRUZEIRO
1807,2.300,80,Apartamento ,2,1,1, AGUAS CLARAS
1808,1.500,38,Apartamento ,1,1,1, AGUAS CLARAS
1809,1.700,60,Apartamento ,2,1,, AGUAS CLARAS
1810,1.390,33,Apartamento ,1,1,1, AGUAS CLARAS
1811,1.700,33,Apartamento ,1,1,1, AGUAS CLARAS
1812,7.900,181,Apartamento ,4,3,, ASA NORTE
1813,1.000,45,Apartamento ,2,,, ASA NORTE
1814,1.300,121,Apartamento ,2,,, VICENTE PIRES
1815,880,58,Apartamento ,1,,, TAGUATINGA
1816,1.500,33,Kitnet ,1,1,, AGUAS CLARAS
1817,4.400,98,Apartamento ,3,1,1, SUDOESTE
1818,1.500,42,Apartamento ,1,,, ASA NORTE
1819,1.620,54,Apartamento ,2,1,, GUARA
1820,2.000,65,Apartamento ,2,1,, AGUAS CLARAS
1821,2.090,40,Apartamento ,1,1,, NOROESTE
1822,1.200,31,Apartamento ,1,1,, AGUAS CLARAS
1823,500,25,Kitnet ,1,,, RIACHO FUNDO
1824,1.200,37,Apartamento ,1,1,, AGUAS CLARAS
1825,1.000,27,Kitnet ,1,1,1, SUDOESTE
1826,1.500,80,Apartamento ,3,1,, GUARA
1827,650,33,Kitnet ,1,,, LAGO NORTE
1828,1.200,60,Apartamento ,2,,, SOBRADINHO
1829,5.800,77,Apartamento ,2,2,1, NOROESTE
1830,850,50,Apartamento ,2,1,, SAMAMBAIA
1831,1.000,50,Apartamento ,2,1,, RECANTO DAS EMAS
1832,1.600,40,Apartamento ,1,1,, AGUAS CLARAS
1833,900,60,Apartamento ,2,1,, TAGUATINGA
1834,2.000,84,Apartamento ,1,1,1, LAGO NORTE
1835,1.000,60,Apartamento ,2,1,, CEILANDIA
1836,1.300,65,Apartamento ,2,,, NUCLEO BANDEIRANTE
1837,850,55,Apartamento ,2,1,, TAGUATINGA
1838,7.500,200,Apartamento ,4,2,3, SUDOESTE
1839,700,30,Kitnet ,1,,, NUCLEO BANDEIRANTE
1840,2.100,58,Apartamento ,2,1,1, AGUAS CLARAS
1841,1.600,36,Apartamento ,1,1,, AGUAS CLARAS
1842,1.450,33,Apartamento ,1,1,1, AGUAS CLARAS
1843,2.000,75,Apartamento ,3,1,1, AGUAS CLARAS
1844,7.000,210,Apartamento ,4,1,2, ASA SUL
1845,1.350,63,Apartamento ,2,1,, GUARA
1846,700,40,Apartamento ,1,,, TAGUATINGA
1847,1.100,60,Apartamento ,2,,, RIACHO FUNDO
1848,1.250,50,Apartamento ,2,,, GUARA
1849,850,64,Apartamento ,2,,, NUCLEO BANDEIRANTE
1850,1.000,25,Kitnet ,1,1,, ASA NORTE
1851,1.290,48,Apartamento ,2,1,, GUARA
1852,830,25,Apartamento ,1,1,, ASA NORTE
1853,1.150,50,Apartamento ,2,,, GUARA
1854,800,45,Apartamento ,1,,, GUARA
1855,3.300,70,Apartamento ,2,1,1, AGUAS CLARAS
1856,1.050,27,Apartamento ,1,1,, ASA SUL
1857,1.300,33,Apartamento ,1,1,, AGUAS CLARAS
1858,3.700,116,Apartamento ,4,1,1, AGUAS CLARAS
1859,2.500,62,Apartamento ,2,1,2, AGUAS CLARAS
1860,1.800,57,Apartamento ,2,1,1, GAMA
1861,2.990,68,Apartamento ,2,1,, ASA NORTE
1862,450,30,Apartamento ,1,,, NUCLEO BANDEIRANTE
1863,1.000,32,Apartamento ,1,1,1, AGUAS CLARAS
1864,2.500,75,Apartamento ,3,,, ASA SUL
1865,1.100,38,Kitnet ,1,1,1, GUARA
1866,800,50,Apartamento ,2,,, SAMAMBAIA
1867,2.600,29,Apartamento ,1,1,, PARK SUL
1868,3.000,90,Apartamento ,3,,, ASA SUL
1869,980,11,Apartamento ,1,1,, SETOR INDUSTRIAL
1870,800,31,Apartamento ,1,,, ASA NORTE
1871,1.400,27,Kitnet ,1,1,, SUDOESTE
1872,11.800,146,Apartamento ,1,1,1, ASA SUL
1873,2.000,34,Apartamento ,1,1,, AGUAS CLARAS
1874,1.100,44,Apartamento ,1,1,, TAGUATINGA
1875,9.850,178,Apartamento ,4,2,3, NOROESTE
1876,1.200,35,Kitnet ,1,1,, SUDOESTE
1877,1.350,60,Apartamento ,2,1,, NUCLEO BANDEIRANTE
1878,3.300,64,Apartamento ,2,1,1, ASA NORTE
1879,3.200,130,Apartamento ,4,1,2, AGUAS CLARAS
1880,1.549,33,Apartamento ,1,,, AGUAS CLARAS
1881,1.400,75,Apartamento ,3,,, NUCLEO BANDEIRANTE
1882,1.500,62,Apartamento ,2,1,, AGUAS CLARAS
1883,1.590,45,Apartamento ,1,,, OCTOGONAL
1884,4.500,130,Apartamento ,4,1,2, ASA NORTE
1885,1.800,45,Apartamento ,1,1,, AGUAS CLARAS
1886,4.400,137,Apartamento ,4,1,2, SUDOESTE
1887,850,38,Apartamento ,1,,, GUARA
1888,580,23,Apartamento ,1,,, ASA NORTE
1889,1.400,70,Apartamento ,2,,, SOBRADINHO
1890,2.500,80,Apartamento ,3,,, ASA SUL
1891,850,35,Apartamento ,1,,, GUARA
1892,1.490,60,Apartamento ,2,1,1, GAMA
1893,500,45,Apartamento ,2,1,, TAGUATINGA
1894,1.700,34,Kitnet ,1,,, LAGO NORTE
1895,700,40,Apartamento ,2,1,, PLANALTINA
1896,980,32,Kitnet ,1,,, ASA NORTE
1897,1.100,33,Apartamento ,2,,, TAGUATINGA
1898,700,50,Apartamento ,2,2,, PLANALTINA
1899,3.300,110,Apartamento ,3,1,2, AGUAS CLARAS
1900,1.000,55,Apartamento ,2,1,1, SAMAMBAIA
1901,850,34,Apartamento ,1,1,, SAMAMBAIA
1902,780,30,Apartamento ,1,,, CEILANDIA
1903,3.000,88,Apartamento ,3,1,1, AGUAS CLARAS
1904,3.500,51,Apartamento ,1,1,, ASA NORTE
1905,1.100,48,Kitnet ,1,,, ASA NORTE
1906,700,50,Apartamento ,2,,, GUARA
1907,4.300,100,Apartamento ,2,1,1, NOROESTE
1908,2.500,40,Apartamento ,1,1,, ASA NORTE
1909,850,60,Apartamento ,3,,, CEILANDIA
1910,990,30,Apartamento ,1,1,1, ASA NORTE
1911,1.100,35,Apartamento ,1,,, GUARA
1912,12.000,209,Apartamento ,4,1,2, ASA SUL
1913,950,71,Apartamento ,2,,, TAGUATINGA
1914,820,42,Apartamento ,2,,, SAMAMBAIA
1915,5.800,145,Apartamento ,4,2,2, AGUAS CLARAS
1916,749,28,Kitnet ,1,,, ASA NORTE
1917,1.400,25,Apartamento ,1,1,1, SUDOESTE
1918,2.300,58,Apartamento ,2,,, ASA NORTE
1919,1.350,52,Apartamento ,2,1,, CEILANDIA
1920,4.500,48,Apartamento ,1,1,, ASA SUL
1921,7.100,144,Apartamento ,4,1,3, NOROESTE
1922,1.100,34,Apartamento ,2,,, ASA NORTE
1923,1.500,63,Apartamento ,2,1,1, AGUAS CLARAS
1924,660,30,Apartamento ,1,,, TAGUATINGA
1925,1.200,45,Apartamento ,2,,, GUARA
1926,1.500,70,Apartamento ,3,1,1, SAMAMBAIA
1927,800,30,Kitnet ,1,,, GUARA
1928,600,28,Apartamento ,1,,, TAGUATINGA
1929,4.550,120,Apartamento ,4,1,2, ASA NORTE
1930,1.200,34,Kitnet ,1,1,1, LAGO NORTE
